country,continent,year,lifeExp,pop,gdpPercap,log_gdp,gdp_billions
"Congo, Dem. Rep.",Africa,1952,39.143,14100005,780.5423257,2.8923964580961394,11.005650695081629
"Congo, Dem. Rep.",Africa,1957,40.652,15577932,905.8602303,2.957061193380839,14.11142906911774
"Congo, Dem. Rep.",Africa,1962,42.122,17486434,896.3146335,2.952460486902138,15.67334668193194
"Congo, Dem. Rep.",Africa,1967,44.056,19941073,861.5932424,2.9353022840690572,17.181093743005096
"Congo, Dem. Rep.",Africa,1972,45.989,23007669,904.8960685,2.9565987013389754,20.819549223449325
"Congo, Dem. Rep.",Africa,1977,47.804,26480870,795.757282,2.9007806215537344,21.072345136195338
"Congo, Dem. Rep.",Africa,1982,47.784,30646495,673.7478181,2.828497371755219,20.64800913866256
"Congo, Dem. Rep.",Africa,1987,47.412,35481645,672.774812,2.8278697235535595,23.87115704432574
"Congo, Dem. Rep.",Africa,1992,45.548,41672143,457.7191807,2.6605991118977625,19.074139151973238
"Congo, Dem. Rep.",Africa,1997,42.587,47798986,312.188423,2.4944167939203763,14.92229006033908
"Congo, Dem. Rep.",Africa,2002,44.966,55379852,241.1658765,2.3823158577958554,13.355730548020277
"Congo, Dem. Rep.",Africa,2007,46.462,64606759,277.5518587,2.443344140046372,17.931726045032956
"Congo, Rep.",Africa,1952,42.111,854885,2125.621418,3.327485917424215,1.8171618659269302
"Congo, Rep.",Africa,1957,45.053,940458,2315.056572,3.3645616081432754,2.1772134735899757
"Congo, Rep.",Africa,1962,48.435,1047924,2464.783157,3.391778717584545,2.582905425016068
"Congo, Rep.",Africa,1967,52.04,1179760,2677.939642,3.427800784236205,3.15932607204592
"Congo, Rep.",Africa,1972,54.907,1340458,3213.152683,3.506931362902563,4.307096219148814
"Congo, Rep.",Africa,1977,55.625,1536769,3259.178978,3.5131082104263265,5.008605218842082
"Congo, Rep.",Africa,1982,56.695,1774735,4879.507522,3.68837599182428,8.65983278205667
"Congo, Rep.",Africa,1987,57.47,2064095,4201.194937,3.6233728334302224,8.671665463487015
"Congo, Rep.",Africa,1992,56.433,2409073,4016.239529,3.603819606283584,9.675414210846617
"Congo, Rep.",Africa,1997,52.962,2800947,3484.164376,3.542098635975628,9.758959756464073
"Congo, Rep.",Africa,2002,52.97,3328795,3484.06197,3.5420858710743435,11.597728065426152
"Congo, Rep.",Africa,2007,55.322,3800610,3632.557798,3.5602125331291146,13.805935492656781
Costa Rica,Americas,1952,57.206,926317,2627.009471,3.4194616385247927,2.4334435321483068
Costa Rica,Americas,1957,60.026,1112300,2990.010802,3.475672757301192,3.3257890150646
Costa Rica,Americas,1962,62.842,1345187,3460.937025,3.539193696969995,4.655607493848675
Costa Rica,Americas,1967,65.424,1588717,4161.727834,3.6192736750930834,6.611807759248979
Costa Rica,Americas,1972,67.849,1834796,5118.146939,3.7091127500702807,9.390755531089445
Costa Rica,Americas,1977,70.75,2108457,5926.876967,3.77282591203612,12.496565229209919
Costa Rica,Americas,1982,73.45,2424367,5262.734751,3.7212114815354225,12.758800460077618
Costa Rica,Americas,1987,74.752,2799811,5629.915318,3.7505018624886635,15.7626988364049
Costa Rica,Americas,1992,75.713,3173216,6160.416317,3.789610062499875,19.548331623765474
Costa Rica,Americas,1997,77.26,3518107,6677.045314,3.824584323598074,23.4905598585006
Costa Rica,Americas,2002,78.123,3834934,7723.447195,3.887811181633416,29.618910245310126
Costa Rica,Americas,2007,78.782,4133884,9645.06142,3.9843049975871763,39.87156508315528
Cote d'Ivoire,Africa,1952,40.477,2977019,1388.594732,3.1425755133131092,4.133872900463908
Cote d'Ivoire,Africa,1957,42.469,3300000,1500.895925,3.176350578475604,4.9529565525
Cote d'Ivoire,Africa,1962,44.93,3832408,1728.869428,3.2377621946386363,6.625733026822624
Cote d'Ivoire,Africa,1967,47.35,4744870,2052.050473,3.312188038640463,9.736712727823509
Cote d'Ivoire,Africa,1972,49.801,6071696,2378.201111,3.3762485776604954,14.439714172854256
Cote d'Ivoire,Africa,1977,52.374,7459574,2517.736547,3.4010102840839487,18.78124208485098
Cote d'Ivoire,Africa,1982,53.983,9025951,2602.710169,3.4154258089036604,23.491934452595718
Cote d'Ivoire,Africa,1987,54.655,10761098,2156.956069,3.333841299861388,23.21121564020376
Cote d'Ivoire,Africa,1992,52.044,12772596,1648.073791,3.21697665293553,21.050180710631434
Cote d'Ivoire,Africa,1997,47.991,14625967,1786.265407,3.251945987717138,26.125858896023573
Cote d'Ivoire,Africa,2002,46.832,16252726,1648.800823,3.2171681955495828,26.7975080047935
Cote d'Ivoire,Africa,2007,48.328,18013409,1544.750112,3.1888582353745463,27.826215570251808
Croatia,Europe,1952,61.21,3882229,3119.23652,3.4940483069265413,12.10959047580308
Croatia,Europe,1957,64.77,3991242,4338.231617,3.6373127351608234,17.314932235498315
Croatia,Europe,1962,67.13,4076557,5477.890018,3.7386133084847186,22.330930898108026
Croatia,Europe,1967,68.5,4174366,6960.297861,3.842627825331929,29.05483074083113
Croatia,Europe,1972,69.61,4225310,9164.090127,3.962089351738038,38.72112165451436
Croatia,Europe,1977,70.64,4318673,11305.38517,4.053285363174614,48.824261688279414
Croatia,Europe,1982,70.46,4413368,13221.82184,4.121291300879235,58.35276541035712
Croatia,Europe,1987,71.52,4484310,13822.58394,4.140589235946142,61.9847513879814
Croatia,Europe,1992,72.527,4494013,8447.794873,3.92674335990023,37.96449998059535
Croatia,Europe,1997,73.68,4444595,9875.604515,3.9945636895636336,43.89306244934643
Croatia,Europe,2002,74.876,4481020,11628.38895,4.065519549759354,52.107043452729
Croatia,Europe,2007,75.748,4493312,14619.22272,4.164924282513175,65.68872887844864
Cuba,Americas,1952,59.421,6007797,5586.53878,3.7471428178485775,33.56279092286766
Cuba,Americas,1957,62.325,6640752,6092.174359,3.784772324419086,40.45661905887797
Cuba,Americas,1962,65.246,7254373,5180.75591,3.7143931310948237,37.58313579309443
Cuba,Americas,1967,68.29,8139332,5690.268015,3.7551327224046194,46.31498054306598
Cuba,Americas,1972,70.723,8831348,5305.445256,3.724721837645331,46.85423335068509
Cuba,Americas,1977,72.649,9537988,6380.494966,3.8048543703613706,60.85708441976841
Cuba,Americas,1982,73.717,9789224,7316.918107,3.864328194314924,71.62695033907897
Cuba,Americas,1987,74.174,10239839,7532.924763,3.876963629827765,77.13593677223315
Cuba,Americas,1992,74.414,10723260,5592.843963,3.747632702941089,59.97351995467938
Cuba,Americas,1997,76.151,10983007,5431.990415,3.7349589949402873,59.659588751877905
Cuba,Americas,2002,77.158,11226999,6340.646683,3.8021335538653216,71.18643396939432
Cuba,Americas,2007,78.273,11416987,8948.102923,3.9517309708016475,102.160374746553
Czech Republic,Europe,1952,66.87,9125183,6876.14025,3.8373447262436224,62.746038114915756
Czech Republic,Europe,1957,69.03,9513758,8256.343918,3.9167877751962603,78.54885800062385
Czech Republic,Europe,1962,69.9,9620282,10136.86713,4.005903753973498,97.51952038713065
Czech Republic,Europe,1967,70.38,9835109,11399.44489,4.056883703347031,112.11478303264302
Czech Republic,Europe,1972,70.29,9862158,13108.4536,4.1175514611333295,129.2776405388688
Czech Republic,Europe,1977,70.71,10161915,14800.16062,4.170266428638279,150.3979742067873
Czech Republic,Europe,1982,70.96,10303704,15377.22855,4.186878069282022,158.4424113195492
Czech Republic,Europe,1987,71.58,10311597,16310.4434,4.21246576751212,168.1867192321098
Czech Republic,Europe,1992,72.4,10315702,14297.02122,4.1552455617675035,147.48381039319645
Czech Republic,Europe,1997,74.01,10300707,16048.51424,4.205434831928602,165.3110429715677
Czech Republic,Europe,2002,75.51,10256295,17596.21022,4.24541914180452,180.4719228983349
Czech Republic,Europe,2007,76.486,10228744,22833.30851,4.358568844627834,233.55606742181143
Denmark,Europe,1952,70.78,4334000,9692.385245,3.9864306677903336,42.00679765182999
Denmark,Europe,1957,71.81,4487831,11099.65935,4.04530965043662,49.81339532036985
Denmark,Europe,1962,72.35,4646899,13583.31351,4.1330057245523655,63.12028596630549
Denmark,Europe,1967,72.96,4838800,15937.21123,4.202412328767601,77.116977699724
Denmark,Europe,1972,73.47,4991596,18866.20721,4.275684600041504,94.17248444460716
Denmark,Europe,1977,74.69,5088419,20422.9015,4.310117442742216,103.9202800277285
Denmark,Europe,1982,74.63,5117810,21688.04048,4.336220315169267,110.99527044894879
Denmark,Europe,1987,74.8,5127024,25116.17581,4.399953514402462,128.77123616608944
Denmark,Europe,1992,75.33,5171393,26406.73985,4.421714786948982,136.55962961311104
Denmark,Europe,1997,76.11,5283663,29804.34567,4.474279591690485,157.47611845578922
Denmark,Europe,2002,77.18,5374693,32166.50006,4.507403809197911,172.88506270698156
Denmark,Europe,2007,78.332,5468120,35278.41874,4.547509110816849,192.90662708056882
Djibouti,Africa,1952,34.812,63149,2669.529475,3.426434720383733,0.16857811681677498
Djibouti,Africa,1957,37.328,71851,2864.969076,3.457119938626257,0.205850893079676
Djibouti,Africa,1962,39.693,89898,3020.989263,3.4801491817353334,0.271580892765174
Djibouti,Africa,1967,42.074,127617,3020.050513,3.4800142069749325,0.38540978631752104
Djibouti,Africa,1972,44.366,178848,3694.212352,3.567521856088295,0.660702490730496
Djibouti,Africa,1977,46.519,228694,3081.761022,3.4887989579220777,0.7047802551652681
Djibouti,Africa,1982,48.812,305991,2879.468067,3.459312266612204,0.8810913132893968
Djibouti,Africa,1987,50.04,311025,2880.102568,3.4594079543992424,0.8957839012122
Djibouti,Africa,1992,51.604,384156,2377.156192,3.376057718158622,0.913198814093952
Djibouti,Africa,1997,53.157,417908,1895.016984,3.277613106665266,0.791942757749472
Djibouti,Africa,2002,53.373,447416,1908.260867,3.2806377442435712,0.853786444069672
Djibouti,Africa,2007,54.791,496374,2082.481567,3.3185811659560813,1.0336897053380578
Dominican Republic,Americas,1952,45.928,2491346,1397.717137,3.145419289957832,3.4821969983964025
Dominican Republic,Americas,1957,49.828,2923186,1544.402995,3.1887606351630398,4.514577213342069
Dominican Republic,Americas,1962,53.459,3453434,1662.137359,3.2206669110189456,5.740081668240807
Dominican Republic,Americas,1967,56.751,4049146,1653.723003,3.21846276740337,6.696165882705438
Dominican Republic,Americas,1972,59.631,4671329,2189.874499,3.34041922627685,10.229624253539171
Dominican Republic,Americas,1977,61.788,5302800,2681.9889,3.4284569760962196,14.222050738919998
Dominican Republic,Americas,1982,63.727,5968349,2861.092386,3.4565318816019097,17.075997880890714
Dominican Republic,Americas,1987,66.046,6655297,2899.842175,3.462374361901784,19.299310927750977
Dominican Republic,Americas,1992,68.457,7351181,3044.214214,3.4834752094273305,22.378569689886735
Dominican Republic,Americas,1997,69.957,7992357,3614.101285,3.5580003194756658,28.885187703878746
Dominican Republic,Americas,2002,70.847,8650322,4563.808154,3.6593273799595125,39.478410078325595
Dominican Republic,Americas,2007,72.235,9319622,6025.374752,3.7799840633073747,56.15421509698374
Ecuador,Americas,1952,48.357,3548753,3522.110717,3.5468030038250093,12.499100973285902
Ecuador,Americas,1957,51.356,4058385,3780.546651,3.5775546015165745,15.342913820218635
Ecuador,Americas,1962,54.64,4681707,4086.114078,3.611310487297484,19.129988881771144
Ecuador,Americas,1967,56.678,5432424,4579.074215,3.6607776823798006,24.875472663347157
Ecuador,Americas,1972,58.796,6298651,5280.99471,3.7227157324536604,33.26314261113621
Ecuador,Americas,1977,61.31,7278866,6679.62326,3.8247519683562174,48.62008264002316
Ecuador,Americas,1982,64.342,8365850,7213.791267,3.8581635717359357,60.349495671031946
Ecuador,Americas,1987,67.231,9545158,6481.776993,3.811694084953582,61.8695855189499
Ecuador,Americas,1992,69.613,10748394,7103.702595,3.85148477089356,76.35339434988244
Ecuador,Americas,1997,72.312,11911819,7429.455877,3.870957007802344,88.49833367531028
Ecuador,Americas,2002,74.173,12921234,5773.044512,3.7614049060594232,74.59485903196781
Ecuador,Americas,2007,74.994,13755680,6873.262326,3.8371629195761865,94.54639711251167
Egypt,Africa,1952,41.893,22223309,1418.822445,3.151928050156928,31.530929611370507
Egypt,Africa,1957,44.444,25009741,1458.915272,3.1640300705285775,36.48709309366455
Egypt,Africa,1962,46.992,28173309,1693.335853,3.2287431037905456,47.70687422734758
Egypt,Africa,1967,49.293,31681188,1814.880728,3.25884808894596,57.49757754134487
Egypt,Africa,1972,51.137,34807417,2024.008147,3.3062122562853618,70.4504955840263
Egypt,Africa,1977,53.319,38783863,2785.493582,3.4449021621473928,108.03220147166726
Egypt,Africa,1982,56.006,45681811,3503.729636,3.5445305866160686,160.0567150268508
Egypt,Africa,1987,59.797,52799062,3885.46071,3.589442521707857,205.148680925854
Egypt,Africa,1992,63.674,59402198,3794.755195,3.5791837641867263,225.41679945491862
Egypt,Africa,1997,67.217,66134291,4173.181797,3.6204673043652367,275.99041935870093
Egypt,Africa,2002,69.806,73312559,4754.604414,3.677114389209566,348.57221662303544
Egypt,Africa,2007,71.338,80264543,5581.180998,3.7467261069384517,447.9709422047539
El Salvador,Americas,1952,45.262,2042865,3048.3029,3.484058119249785,6.2272713038085
El Salvador,Americas,1957,48.57,2355805,3421.523218,3.5342194914067324,8.060441504580488
El Salvador,Americas,1962,52.307,2747687,3776.803627,3.5771244044919683,10.377474227460748
El Salvador,Americas,1967,55.855,3232927,4358.595393,3.6393465554725735,14.09102072810531
El Salvador,Americas,1972,58.207,3790903,4520.246008,3.655162071317919,17.135814152465226
El Salvador,Americas,1977,56.696,4282586,5138.922374,3.710872057498741,22.007877013979165
El Salvador,Americas,1982,56.604,4474873,4098.344175,3.6126084272293593,18.339569693414777
El Salvador,Americas,1987,63.154,4842194,4140.442097,3.6170467155259125,20.048823879440818
El Salvador,Americas,1992,66.798,5274649,4444.2317,3.64779669279996,23.4417622921733
El Salvador,Americas,1997,69.535,5783439,5154.825496,3.712213967891692,29.812618811760746
El Salvador,Americas,2002,70.734,6353681,5351.568666,3.728481102232665,34.00216015335955
El Salvador,Americas,2007,71.878,6939688,5728.353514,3.7580298117512663,39.752986140863634
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,2.574775442617916,0.0815010345602684
Equatorial Guinea,Africa,1957,35.983,232922,426.0964081,2.629507873207906,0.0992472275674682
Equatorial Guinea,Africa,1962,37.485,249220,582.8419714,2.7655508184773105,0.145255876112308
Equatorial Guinea,Africa,1967,38.987,259864,915.5960025,2.961703887873212,0.23793043959366003
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,2.827635621397976,0.1866636598077313
Equatorial Guinea,Africa,1977,42.024,192675,958.5668124,2.9816223887272773,0.18469186057916998
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427,2.9674662307010133,0.2648783623100241
Equatorial Guinea,Africa,1987,45.664,341244,966.8968149,2.9853801296045974,0.3299477367037356
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,3.0538675402635107,0.439053960276492
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,3.4493982833654235,1.238289912258105
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,3.8866878557609157,3.8180605624293
Equatorial Guinea,Africa,2007,51.579,551201,12154.08975,4.0847224390037145,6.699346424289749
Eritrea,Africa,1952,35.928,1438760,328.9405571,2.517117423615933,0.47326651593319596
Eritrea,Africa,1957,38.047,1542611,344.1618859,2.5367627728484763,0.5309079109700849
Eritrea,Africa,1962,40.158,1666618,380.9958433,2.5809202375083737,0.6349745303689595
Eritrea,Africa,1967,42.189,1820319,468.7949699,2.6709829431201166,0.8533563908133981
Eritrea,Africa,1972,44.142,2260187,514.3242082,2.7112369661648557,1.1624688891589334
Eritrea,Africa,1977,44.535,2512642,505.7538077,2.703939161154901,1.2707782588869434
Eritrea,Africa,1982,43.89,2637297,524.8758493,2.720056590377132,1.384253502731342
Eritrea,Africa,1987,46.453,2915959,521.1341333,2.7169495195654556,1.5196057662033349
Eritrea,Africa,1992,49.991,3668440,582.8585102,2.765563141899478,2.1381814731580877
Eritrea,Africa,1997,53.378,4058319,913.47079,2.9606946645023062,3.70715586300201
Eritrea,Africa,2002,55.24,4414865,765.3500015,2.8838600873869096,3.378916934372297
Eritrea,Africa,2007,58.04,4906585,641.3695236,2.8071083194109296,3.1469340839529063
Ethiopia,Africa,1952,34.078,20860941,362.1462796,2.558884027966971,7.554712172105104
Ethiopia,Africa,1957,36.667,22815614,378.9041632,2.5785293771009474,8.644931130564204
Ethiopia,Africa,1962,40.059,25145372,419.4564161,2.622686841849792,10.54738762062129
Ethiopia,Africa,1967,42.115,27860297,516.1186438,2.71274954741178,14.379218703505208
Ethiopia,Africa,1972,43.515,30770372,566.2439442,2.753003570403516,17.423536805781243
Ethiopia,Africa,1977,44.51,34617799,556.8083834,2.7457057654619716,19.275480698056136
Ethiopia,Africa,1982,44.916,38111756,577.8607471,2.761823194731394,22.02328779545291
Ethiopia,Africa,1987,46.684,42999530,573.7413142,2.7587161238637243,24.670606852182328
Ethiopia,Africa,1992,48.091,52088559,421.3534653,2.624646570001604,21.947694837133504
Ethiopia,Africa,1997,49.402,59861301,515.8894013,2.712556605593394,30.881810733929093
Ethiopia,Africa,2002,50.725,67946797,530.0535319,2.724319732685239,36.01543973114233
Ethiopia,Africa,2007,52.947,76511887,690.8055759,2.8393558343569567,52.85483816223072
Finland,Europe,1952,66.55,4090500,6424.519071,3.807840622644837,26.2794952599255
Finland,Europe,1957,67.49,4324000,7545.415386,3.8776831533073586,32.626376129064
Finland,Europe,1962,68.75,4491443,9371.842561,3.9718249842075486,42.093096667705524
Finland,Europe,1967,69.83,4605744,10921.63626,4.038287708465283,50.302260674677434
Finland,Europe,1972,70.87,4639657,14358.8759,4.15712044202774,66.6202590815663
Finland,Europe,1977,72.52,4738902,15605.42283,4.193275540399492,73.95256945993266
Finland,Europe,1982,74.55,4826933,18533.15761,4.267949419090679,89.45831006191013
Finland,Europe,1987,74.83,4931729,21141.01223,4.325125777454809,104.26174310404566
Finland,Europe,1992,75.7,5041039,20647.16499,4.314860428209187,104.08316395402461
Finland,Europe,1997,77.13,5134406,23723.9502,4.375187003715373,121.80839225058119
Finland,Europe,2002,78.37,5193039,28204.59057,4.450319799701181,146.46753880904222
Finland,Europe,2007,79.313,5238460,33207.0844,4.521230745981475,173.953983346024
France,Europe,1952,67.41,42459667,7029.809327,3.846943545595249,298.48336309791415
France,Europe,1957,68.93,44310863,8662.834898,3.9376600374082598,383.8576903568969
France,Europe,1962,70.51,47124000,10560.48553,4.023683885825861,497.65232011572
France,Europe,1967,71.55,49569000,12999.91766,4.113940601543692,644.3929184885399
France,Europe,1972,72.38,51732000,16107.19171,4.207019827746018,833.25724154172
France,Europe,1977,73.83,53165019,18292.63514,4.26227627214274,972.5282947781676
France,Europe,1982,74.89,54433565,20293.89746,4.307365461662427,1104.6691864922448
France,Europe,1987,76.34,55630100,22066.44214,4.343732315784004,1227.558382892414
France,Europe,1992,77.46,57374179,24703.79615,4.3927636949730235,1417.360022289611
France,Europe,1997,78.64,58623428,25889.78487,4.413128441699451,1517.7479392619343
France,Europe,2002,79.59,59925035,28926.03234,4.461288867418601,1733.393500385632
France,Europe,2007,80.657,61083916,30470.0167,4.483872692250762,1861.2279406213972
Gabon,Africa,1952,37.003,420702,4293.476475,3.6328090876363524,1.8062741399854503
Gabon,Africa,1957,38.999,434904,4976.198099,3.6968976609894515,2.164168458047496
Gabon,Africa,1962,40.489,455661,6631.459222,3.821609103417209,3.0216973405557424
Gabon,Africa,1967,44.598,489004,8358.761987,3.9221419590145032,4.087468046690948
Gabon,Africa,1972,48.69,537977,11401.94841,4.056979071635399,6.13398599976657
Gabon,Africa,1977,52.79,706367,21745.57328,4.337370861486695,15.360355361073761
Gabon,Africa,1982,56.564,753874,15113.36194,4.1793610831069445,11.393570619155561
Gabon,Africa,1987,60.19,880397,11864.40844,4.074246089148519,10.44538959735068
Gabon,Africa,1992,61.366,985739,13522.15752,4.131045990738417,13.329318031607281
Gabon,Africa,1997,60.461,1126189,14722.84188,4.167991647887177,16.58070257399532
Gabon,Africa,2002,56.761,1299304,12521.71392,4.097663777361201,16.26951298311168
Gabon,Africa,2007,56.735,1454867,13206.48452,4.120787226641542,19.21367851415884
Gambia,Africa,1952,30,284320,485.2306591,2.6859482337800413,0.137960780995312
Gambia,Africa,1957,32.065,323150,520.9267111,2.7167766269391604,0.168337466691965
Gambia,Africa,1962,33.896,374020,599.650276,2.777898037908758,0.22428119622952
Gambia,Africa,1967,35.857,439593,734.7829124,2.866159048101003,0.3230054248106532
Gambia,Africa,1972,38.308,517101,756.0868363,2.878571676930044,0.39097325913756625
Gambia,Africa,1977,41.842,608274,884.7552507,2.94682314869669,0.5381736153642918
Gambia,Africa,1982,45.58,715523,835.8096108,2.922107360697783,0.5980410001484483
Gambia,Africa,1987,49.265,848406,611.6588611,2.7865092717384816,0.5189350477104065
Gambia,Africa,1992,52.644,1025384,665.6244126,2.8232292418629577,0.6825206226894385
Gambia,Africa,1997,55.861,1235767,653.7301704,2.8153985286187813,0.8078581714846969
Gambia,Africa,2002,58.041,1457766,660.5855997,2.8199291021452937,0.9629792273322701
Gambia,Africa,2007,59.448,1688359,752.7497265,2.876650606390626,1.2709117754838135
Germany,Europe,1952,67.5,69145952,7144.114393,3.8539483999469684,493.98659090088717
Germany,Europe,1957,69.1,71019069,10187.82665,4.008081546657799,723.5299638163889
Germany,Europe,1962,70.3,73739117,12902.46291,4.110672619301339,951.4162221086505
Germany,Europe,1967,70.8,76368453,14745.62561,4.168663203012407,1126.1006163528814
Germany,Europe,1972,71,78717088,18016.18027,4.255662718745995,1418.1812477374538
Germany,Europe,1977,72.5,78160773,20512.92123,4.31202751232983,1603.3057798249108
Germany,Europe,1982,73.8,78335266,22031.53274,4.343044712192463,1725.8459775756087
Germany,Europe,1987,74.847,77718298,24639.18566,4.3916263500340795,1914.9155736012065
Germany,Europe,1992,76.07,80597764,26505.30317,4.423332776089518,2136.268169644112
Germany,Europe,1997,77.34,82011073,27788.88416,4.443871108386441,2278.996207434304
Germany,Europe,2002,78.67,82350671,30035.80198,4.477639232449136,2473.4684470761285
Germany,Europe,2007,79.406,82400996,32170.37442,4.507456115536525,2650.8708939009225
Ghana,Africa,1952,43.149,5581001,911.2989371,2.9596608637313313,5.085960279254037
Ghana,Africa,1957,44.779,6391288,1043.561537,3.0185180637431586,6.669702328689656
Ghana,Africa,1962,46.452,7355248,1190.041118,3.07556196728497,8.753047553087265
Ghana,Africa,1967,48.072,8490213,1125.69716,3.051421570417111,9.557408661895078
Ghana,Africa,1972,49.875,9354120,1178.223708,3.0712277572813074,11.02124595147696
Ghana,Africa,1977,51.756,10538093,993.2239571,2.9970471864270807,10.46668642974781
Ghana,Africa,1982,53.744,11400338,876.032569,2.9425202525996403,9.987067385608322
Ghana,Africa,1987,55.729,14168101,847.0061135,2.927886544982104,12.000468163685463
Ghana,Africa,1992,57.501,16278738,925.060154,2.9661699745777828,15.058811881205653
Ghana,Africa,1997,58.556,18418288,1005.245812,3.002272272444853,18.514906876209853
Ghana,Africa,2002,58.453,20550751,1111.984578,3.046098764102204,22.85211817831808
Ghana,Africa,2007,60.022,22873338,1327.60891,3.1230701584328973,30.366847330241576
Greece,Europe,1952,65.86,7733250,3530.690067,3.547859595756428,27.303708960627752
Greece,Europe,1957,67.86,8096218,4916.299889,3.69163836651823,39.803435654719806
Greece,Europe,1962,69.51,8448233,6017.190733,3.7793937779826914,50.83462931782479
Greece,Europe,1967,71,8716441,8513.097016,3.930087582678566,74.20390786724005
Greece,Europe,1972,72.34,8888628,12724.82957,4.104651974324772,113.10627641112995
Greece,Europe,1977,73.68,9308479,14195.52428,4.152151436855274,132.1387396543701
Greece,Europe,1982,75.24,9786480,15268.42089,4.183794123223947,149.4240956715672
Greece,Europe,1987,76.67,9974490,16120.52839,4.207379272773068,160.7940492207711
Greece,Europe,1992,77.03,10325429,17541.49634,4.24406663717638,181.12347501242988
Greece,Europe,1997,77.869,10502372,18747.69814,4.272947952252285,196.8953000099881
Greece,Europe,2002,78.256,10603863,22514.2548,4.35245757681066,238.7380734462924
Greece,Europe,2007,79.483,10706290,27538.41188,4.439938891199053,294.8342237267252
Guatemala,Americas,1952,42.023,3146381,2428.237769,3.3852912098780523,7.640161179863989
Guatemala,Americas,1957,44.142,3640876,2617.155967,3.417829604790855,9.528740348507094
Guatemala,Americas,1962,46.954,4208858,2750.364446,3.4393902452483687,11.575893401462668
Guatemala,Americas,1967,50.016,4690773,3242.531147,3.5108841565079323,15.209977556006631
Guatemala,Americas,1972,53.738,5149581,4031.408271,3.6054567824903887,20.76006343558445
Guatemala,Americas,1977,56.029,5703430,4879.992748,3.6884191766121526,27.83269703872564
Guatemala,Americas,1982,58.137,6395630,4820.49479,3.683091617811075,30.8301010937677
Guatemala,Americas,1987,60.782,7326406,4246.485974,3.628029693963122,31.111480318829447
Guatemala,Americas,1992,63.373,8486949,4439.45084,3.6473292512163944,37.677392867087164
Guatemala,Americas,1997,66.322,9803875,4684.313807,3.67064598120892,45.924427024602124
Guatemala,Americas,2002,68.978,11178650,4858.347495,3.686488574644437,54.30976622498175
Guatemala,Americas,2007,70.259,12572928,5186.050003,3.7148366998460376,65.20383329211879
Guinea,Africa,1952,33.609,2664249,510.1964923,2.707737468425102,1.3592904944137827
Guinea,Africa,1957,34.558,2876726,576.2670245,2.7606237688310094,1.6577623323217872
Guinea,Africa,1962,35.753,3140003,686.3736739,2.8365606176448144,2.155215395167022
Guinea,Africa,1967,37.197,3451418,708.7595409,2.850498918154696,2.4462254371339966
Guinea,Africa,1972,38.842,3811387,741.6662307,2.870208505310133,2.8267770300289814
Guinea,Africa,1977,40.762,4227026,874.6858643,2.9418521079977484,3.697319890228572
Guinea,Africa,1982,42.891,4710497,857.2503577,2.9331076750026175,4.038075238194777
Guinea,Africa,1987,45.552,5650262,805.5724718,2.906104616992403,4.551695525657612
Guinea,Africa,1992,48.576,6990574,794.3484384,2.900011046105262,5.552951540419642
Guinea,Africa,1997,51.455,8048834,869.4497668,2.9392444953303642,6.998056844311912
Guinea,Africa,2002,53.676,8807818,945.5835837,2.9756999238053794,8.328528109017366
Guinea,Africa,2007,56.007,9947814,942.6542111,2.974352411982699,9.377348758339535
Guinea-Bissau,Africa,1952,32.5,580653,299.850319,2.476904515204367,0.174108987278307
Guinea-Bissau,Africa,1957,33.489,601095,431.7904566,2.635273039360508,0.259547084509977
Guinea-Bissau,Africa,1962,34.488,627820,522.0343725,2.7176990993540255,0.32774361974295
Guinea-Bissau,Africa,1967,35.492,601287,715.5806402,2.854658582359218,0.43026933640393733
Guinea-Bissau,Africa,1972,36.486,625361,820.2245876,2.9139327838480185,0.5129364683261236
Guinea-Bissau,Africa,1977,37.465,745228,764.7259628,2.883505834937679,0.5698951998055184
Guinea-Bissau,Africa,1982,39.327,825987,838.1239671,2.9233082599735454,0.6922795012130277
Guinea-Bissau,Africa,1987,41.245,927524,736.4153921,2.8671228572820513,0.6830429501421604
Guinea-Bissau,Africa,1992,43.266,1050938,745.5398706,2.872470873970842,0.7835161805286227
Guinea-Bissau,Africa,1997,44.873,1193708,796.6644681,2.901275447701251,0.9509847488867148
Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176,2.7601997882865623,0.7671029323085784
Guinea-Bissau,Africa,2007,46.388,1472041,579.231743,2.7628523540039867,0.852652874197463
Haiti,Americas,1952,37.579,3201488,1840.366939,3.264904422843773,5.891912670805232
Haiti,Americas,1957,40.696,3507701,1726.887882,3.237264141962736,6.0574063505792815
Haiti,Americas,1962,43.59,3880130,1796.589032,3.2544487440278522,6.97099900073416
Haiti,Americas,1967,46.243,4318137,1452.057666,3.1619838639730946,6.270183933688242
Haiti,Americas,1972,48.042,4698301,1654.456946,3.218655469980059,7.773136723848746
Haiti,Americas,1977,49.923,4908554,1874.298931,3.2728388574858203,9.200097514955774
